Canal,Marca,Origem Tráfego,MDP,Parcelamento,Receita,Pedidos,Mês/Ano,Custo Parcelamento,Volume Venda
3P,SUBA,COMPARADORES,PIX,A VISTA,2274.4822647960004,11.794048560000002,3/2022,0.0,26825.35427986281
1P,ACOM,COMPARADORES,PIX,A VISTA,6831.496525550039,91.491214824,7/2021,0.0,625021.9161885083
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,24288.031398897747,236.000831619,1/2021,0.0,5731995.608528252
1P,SHOP,AFILIADOS,AME,A VISTA,1349.28118736082,15.322293747,12/2020,0.0,20674.08270004343
1P,SHOP,BUSCA PPC,PIX,A VISTA,236.18030928030004,4.654945736,1/2022,0.0,1099.406523611494
1P,ACOM,TRAFEGO DIRETO,PIX,A VISTA,738700.9152124452,26936.612492154,5/2021,0.0,19898100300.677143
1P,SHOP,COMPARADORES,CARTAO,A PRAZO,794.13179555883,4.995691641,5/2020,3.9706589777941503,3967.237572925568
1P,ACOM,COMPARADORES,CARTAO,A PRAZO,3447.24166881744,34.03741848,8/2021,17.2362083440872,117335.20728323275
3P,SHOP,BUSCA PPC,CARTAO,A VISTA,64663.50523437842,233.26007152000005,3/2022,0.0,15083413.855705006
3P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,14933.018528682716,166.09937535299997,1/2020,0.0,2480365.049748973
1P,B2B,TRAFEGO DIRETO,CARTAO,A VISTA,1260.6805239252003,1.3091314800000002,3/2021,0.0,1650.3965600933732
3P,B2B,TRAFEGO DIRETO,CARTAO,A PRAZO,21938.451296794567,73.42520040000001,4/2021,109.69225648397284,1610835.182932781
3P,SHOP,BUSCA PPC,BOLETO,A VISTA,52423.512932597056,246.77128398,8/2021,0.0,12936617.597119108
1P,SUBA,BUSCA PPC,PIX,A VISTA,272.77099091504994,4.580537210999999,5/2021,0.0,1249.437673967729
1P,ACOM,COMPARADORES,BOLETO,A VISTA,241.39059707061003,1.609377939,6/2021,0.0,388.4887016074778
1P,SUBA,BUSCA PPC,AME,A VISTA,73.20676042881,1.162565673,1/2021,0.0,85.10766670606927
3P,SUBA,COMPARADORES,BOLETO,A VISTA,9197.840867346958,56.493292269,5/2021,0.0,519616.3123627841
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,1861324.15351369,14505.10474716,12/2020,0.0,26998701815.13499
3P,SHOP,BUSCA ORGANICA,AME,A VISTA,52128.11191071708,222.603578484,11/2021,0.0,11603904.250940043
3P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,115563.51312733232,653.729472726,9/2020,577.8175656366617,75547274.50309515
1P,ACOM,BUSCA PPC,BOLETO,A VISTA,2096.16648420933,22.531291146,6/2021,0.0,47229.33734620763
3P,SHOP,COMPARADORES,AME,A VISTA,8586.489629896923,34.91209302,1/2022,0.0,299772.32467422675
1P,SHOP,AFILIADOS,AME,A VISTA,6983.575483643639,151.842176052,11/2021,0.0,1060401.2980598486
3P,SHOP,COMPARADORES,CARTAO,A PRAZO,16666.55348053242,62.450025360000005,2/2020,83.3327674026621,1040826.687523046
1P,SUBA,BUSCA ORGANICA,AME,A VISTA,293.68726026588,7.020972036000001,6/2020,0.0,2061.9700416561977
3P,SOUB,AFILIADOS,CARTAO,A PRAZO,593.73170925588,4.828133817,6/2021,2.9686585462794,2866.6161436835264
3P,ACOM,COMPARADORES,PIX,A VISTA,8706.895470478521,40.12255553600001,2/2022,0.0,349342.8970604213
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,576.99767377728,5.879931456,4/2022,0.0,3392.7067720818554
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1533618.3800968963,22289.562864156003,10/2021,7668.091900484482,34183683292.794865
1P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,141.82015878384,2.8990220520000003,9/2020,0.0,411.13976773249374
1P,SHOP,BUSCA ORGANICA,CARTAO,A VISTA,8868.853735835042,475.7952985920001,4/2021,0.0,4219758.91141041
1P,SHOP,AFILIADOS,CARTAO,A PRAZO,6735.914984358,27.332749668,11/2020,33.67957492179,184111.07805238737
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,914.4416577698402,11.961477414000004,9/2021,4.572208288849201,10938.073235834663
1P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,1614.9235131516002,17.133406560000005,3/2020,0.0,27669.14111412988
3P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,28643.72145841729,235.76436512400005,10/2020,0.0,6753168.804432449
1P,B2B,TRAFEGO DIRETO,CARTAO,A VISTA,106.61889787083,1.162565673,1/2021,0.0,123.95147075771976
1P,SUBA,COMPARADORES,CARTAO,A VISTA,29.076261049920003,1.469982864,4/2022,0.0,42.74160549257306
3P,ACOM,AFILIADOS,CARTAO,A PRAZO,246655.3358696901,1203.528681603,12/2021,1233.276679348451,296856771.1895933
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,676900.2608599748,5619.683239786,1/2022,0.0,3803965050.961572
3P,SHOP,COMPARADORES,AME,A VISTA,12025.529609638592,65.13643176900001,7/2020,0.0,783300.0889043135
1P,SHOP,BUSCA ORGANICA,AME,A VISTA,72.46105618974,1.449511026,9/2020,0.0,105.0330999026337
1P,ACOM,BUSCA ORGANICA,PIX,A VISTA,169078.4551564808,5059.740842772001,2/2022,0.0,855493165.1880401
1P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,2173761.2480246797,59596.36076730001,7/2021,0.0,129548259559.2551
3P,ACOM,BUSCA PPC,CARTAO,A PRAZO,1732661.5920775123,10058.950785372,7/2021,8663.307960387561,17428757682.411995
3P,SHOP,COMPARADORES,CARTAO,A PRAZO,120471.2968597715,413.206862628,11/2020,602.3564842988575,49779566.612152606
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,91709.54268070916,1223.6107851600002,3/2020,458.54771340354586,112216785.5262071
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,62039.45803522318,477.277112304,4/2020,0.0,29610013.37995651
1P,ACOM,COMPARADORES,CARTAO,A VISTA,8384.883879973078,156.12506340000002,2/2020,0.0,1309090.527362435
1P,SHOP,BUSCA PPC,BOLETO,A VISTA,847.0195177315501,11.656613829,5/2020,0.0,9873.379423822496
3P,SUBA,COMPARADORES,CARTAO,A VISTA,37791.72867883725,183.850453635,1/2020,0.0,6948026.461255067
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,6558.726971833679,256.510083816,11/2021,0.0,1682379.605271317
3P,SUBA,BUSCA PPC,BOLETO,A VISTA,30324.452899399697,104.368783344,4/2022,0.0,3164926.25468278
1P,ACOM,BUSCA PPC,BOLETO,A VISTA,1336.8947177712002,13.104498400000002,3/2022,0.0,17519.33469000115
3P,B2B,TRAFEGO DIRETO,CARTAO,A VISTA,34786.12668435493,101.739337252,2/2022,0.0,3539117.474430383
1P,SHOP,COMPARADORES,CARTAO,A VISTA,151.2275495983,2.327472868,1/2022,0.0,351.9780185841676
3P,SUBA,COMPARADORES,AME,A VISTA,24133.77952342032,64.96416654,8/2020,0.0,1567830.8721991193
1P,B2B,TRAFEGO DIRETO,AME,A VISTA,113.55429225024002,1.3290530460000003,9/2021,0.0,150.91967800155572
1P,SHOP,AFILIADOS,AME,A VISTA,3857.728091888298,98.91759689,1/2022,0.0,381597.19230463554
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,6552.053791305121,64.06404192,4/2020,32.76026895652561,419751.0487482662
3P,SHOP,AFILIADOS,CARTAO,A PRAZO,62674.97208951841,424.05181236,3/2020,313.374860447592,26577435.504172698
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,19699.08787046304,129.34219022399998,8/2021,98.4954393523152,2547923.170580721
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1471614.385407813,8971.253203338001,2/2021,7358.071927039064,13202225269.168123
1P,ACOM,AFILIADOS,AME,A VISTA,2039142.0387714384,72576.48941256,11/2020,0.0,147993770587.60132
3P,ACOM,COMPARADORES,CARTAO,A VISTA,78037.44534463322,507.9430142400001,3/2021,0.0,39638575.21194226
3P,B2B,TRAFEGO DIRETO,PIX,A VISTA,6885.66764624856,83.39167527599999,8/2021,0.0,574207.3604144191
3P,SHOP,BUSCA PPC,AME,A VISTA,39616.47147370169,299.635966608,12/2020,0.0,11870519.723620864
1P,SUBA,AFILIADOS,AME,A VISTA,32145.93390582596,1240.214245392,7/2021,0.0,39867845.16143505
3P,SHOP,AFILIADOS,CARTAO,A PRAZO,19584.64658471633,102.33708454200004,9/2021,97.92323292358168,2004235.633265308
3P,SOUB,BUSCA PPC,CARTAO,A PRAZO,1189.4221068808802,7.957242648000001,10/2021,5.947110534404401,9464.520315346555
3P,SUBA,COMPARADORES,CARTAO,A PRAZO,51939.95401866096,336.33622008000003,4/2020,259.6997700933048,17469287.805765435
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,187.52324143362003,4.348533078000001,9/2020,0.0,815.451018267877
1P,SUBA,TRAFEGO DIRETO,AME,A VISTA,3314.158440931241,73.315395342,1/2022,0.0,242978.8363229003
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,6686.294914717322,55.884988068000006,2/2022,0.0,373663.5115281066
1P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,1642.8101032905304,13.858815270000004,7/2020,8.214050516452652,22767.401745193085
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,76474.83348026006,783.7478182680001,2/2020,382.3741674013003,59936983.89256243
3P,SHOP,COMPARADORES,CARTAO,A PRAZO,8768.463096081501,30.257147284,1/2022,43.84231548040751,265308.67935245665
3P,SHOP,COMPARADORES,AME,A VISTA,2691.0533170103404,11.961477414000004,9/2021,0.0,32188.973471288977
3P,B2B,TRAFEGO DIRETO,CARTAO,A PRAZO,8143.028497334278,23.25131346,1/2021,40.71514248667139,189336.10810523207
1P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,5794.7262071634,159.328415961,6/2021,0.0,923264.547515038
1P,SHOP,AFILIADOS,CARTAO,A VISTA,274.03071127968,3.404954166,12/2020,0.0,933.0620119836896
3P,SOUB,TRAFEGO DIRETO,CARTAO,A VISTA,185.07180349008,1.560996993,12/2021,0.0,288.89652873710185
3P,ACOM,AFILIADOS,AME,A VISTA,343114.48989157897,2708.4108920880003,2/2021,0.0,929295021.6555704
3P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,351671.742103469,2741.8364338980005,9/2021,0.0,964226395.2716728
3P,SHOP,AFILIADOS,CARTAO,A PRAZO,151638.5453745431,602.946116556,11/2021,758.1927268727154,91429872.05378155
3P,SUBA,BUSCA PPC,CARTAO,A PRAZO,80111.5746094857,290.88852763600005,2/2022,400.5578730474285,23303537.98475486
3P,ACOM,COMPARADORES,CARTAO,A PRAZO,80790.23644734122,472.540594476,9/2020,403.9511822367061,38176666.35868322
3P,SHOP,COMPARADORES,BOLETO,A VISTA,24275.65927666176,128.12808384,4/2020,0.0,3110393.7070713914
3P,SUBA,AFILIADOS,BOLETO,A VISTA,6449.915435260441,57.02690564400001,10/2021,0.0,367818.7189383764
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,9670.74537595608,71.478578808,8/2021,48.3537268797804,691251.1354873781
1P,SUBA,COMPARADORES,CARTAO,A VISTA,295.74418508400004,1.3262071080000002,10/2021,0.0,392.2180404080685
1P,SOUB,BUSCA ORGANICA,CARTAO,A VISTA,82.71505858932001,1.561250634,2/2020,0.0,129.138937663923
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,95515.97856188196,500.528262402,12/2020,477.5798928094098,47808446.78120546
3P,SHOP,AFILIADOS,BOLETO,A VISTA,1356.0272854352004,15.72539808,3/2022,0.0,21324.068870810315
3P,SUBA,BUSCA PPC,CARTAO,A PRAZO,77403.8109072001,411.962697636,1/2022,387.0190545360005,31887482.748636995
1P,ACOM,COMPARADORES,CARTAO,A PRAZO,8181.424826850239,122.008577712,4/2022,40.9071241342512,998204.0067816436
1P,SHOP,BUSCA ORGANICA,AME,A VISTA,168.74986525062005,2.6581060920000006,9/2021,0.0,448.5550448468524
1P,SHOP,COMPARADORES,CARTAO,A VISTA,1243.3910236845004,10.165690536,7/2021,0.0,12639.92836201688
1P,ACOM,AFILIADOS,PIX,A VISTA,612277.8750061389,23750.592900160005,3/2022,0.0,14541962551.045858
3P,ACOM,COMPARADORES,CARTAO,A PRAZO,28333.339672861584,144.303317816,1/2022,141.66669836430793,4088594.919601626
3P,ACOM,TRAFEGO DIRETO,AME,A VISTA,1240935.8578772966,9337.821146416,1/2022,0.0,11587637095.0325
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,30793.256870784928,222.919477602,5/2021,0.0,6864416.735299573
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,63330.25744153583,825.089131706,1/2022,316.6512872076791,52253107.12315424
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,19976.353211477606,836.0669979200002,3/2022,0.0,16701569.658909636
1P,ACOM,AFILIADOS,CARTAO,A VISTA,47520.57483219455,2216.348916924,1/2020,0.0,105322174.56094028
3P,SHOP,COMPARADORES,BOLETO,A VISTA,8258.719960955312,40.585921818,12/2021,0.0,335187.7626520883
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,547405.2445303961,3411.3326352900003,2/2020,2737.0262226519803,1867381375.395443
3P,ACOM,TRAFEGO DIRETO,AME,A VISTA,726076.7961214439,5731.695607872,8/2020,0.0,4161651183.307053
1P,SHOP,AFILIADOS,BOLETO,A VISTA,1087.7428711392,11.422271040000002,3/2020,0.0,12424.49389597974
3P,SHOP,AFILIADOS,BOLETO,A VISTA,5153.11198948884,44.248644024,8/2021,0.0,228018.21803869808
3P,SUBA,BUSCA ORGANICA,PIX,A VISTA,8876.410618230402,57.65979296000001,3/2022,0.0,511811.9984751107
3P,B2B,TRAFEGO DIRETO,AME,A VISTA,4900.50576093834,3.491209302,1/2022,0.0,17108.691297092522
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,984.4739735753102,6.243987972,12/2021,0.0,6147.043649751283
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,35289.15194404079,254.281714362,6/2021,0.0,8973386.054711796
3P,ACOM,BUSCA PPC,AME,A VISTA,851084.7432277036,6470.430987384,8/2020,0.0,5506885095.470288
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,47709.57273621168,298.406521392,4/2022,238.5478636810584,14236847.63731153
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,961.8433561838104,20.788222905000005,7/2020,0.0,19995.014088042364
1P,SUBA,BUSCA ORGANICA,AME,A VISTA,274.35295589364,5.568357132,8/2020,0.0,1527.6952386356318
1P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,252.64162465360008,2.6208996800000004,3/2022,0.0,662.1483532093007
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,26753.835624607746,157.56820330800002,7/2021,0.0,4215553.810967007
3P,SUBA,AFILIADOS,PIX,A VISTA,4208.76673723296,30.869640144,4/2022,0.0,129923.11462841848
3P,ACOM,BUSCA PPC,AME,A VISTA,660851.2467922947,4901.388261120001,3/2021,0.0,3239088543.374269
3P,SHOP,TRAFEGO DIRETO,PIX,A VISTA,15499.60456819752,88.354991148,1/2021,0.0,1369467.424420592
3P,ACOM,AFILIADOS,BOLETO,A VISTA,178424.01201291612,1494.8897223600002,3/2020,0.0,266724221.78034556
3P,SOUB,AFILIADOS,CARTAO,A PRAZO,379.2048702008001,1.3104498400000002,3/2022,1.8960243510040005,496.9289614818593
3P,SHOP,COMPARADORES,CARTAO,A VISTA,45680.7506336632,135.806738391,12/2021,0.0,6203753.750810406
3P,SUBA,AFILIADOS,CARTAO,A PRAZO,146250.85834103165,863.8092474000001,3/2020,731.2542917051583,126332843.87517056
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1012778.9781017756,14798.230149105,6/2021,5063.894890508877,14987336408.125446
3P,ACOM,AFILIADOS,CARTAO,A PRAZO,206716.7987359425,1334.1643506480002,2/2021,1033.5839936797126,275794183.5535721
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,161907.099635912,1700.6300950320003,2/2021,809.5354981795599,275344086.24017656
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,173699.5166218062,1943.0059008540004,7/2020,868.497583109031,337499185.77165693
1P,ACOM,BUSCA PPC,PIX,A VISTA,504497.3019732763,12409.333247920002,2/2022,0.0,6260475142.862915
3P,ACOM,COMPARADORES,AME,A VISTA,32589.49624278129,226.960215177,1/2020,0.0,7396519.079771674
1P,SUBA,BUSCA ORGANICA,CARTAO,A VISTA,792.1680091345801,12.875023512,6/2021,0.0,10199.18174306195
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,1869.5964521046403,41.55550394800001,2/2022,0.0,77692.02274660119
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,3800.27258822511,48.291685863,5/2020,19.001362941125556,183521.57002433695
3P,SHOP,COMPARADORES,AME,A VISTA,14581.598657676486,69.019688376,4/2021,0.0,1006417.3953767312
1P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,5706.64402230132,43.410837708,11/2020,28.5332201115066,247730.19750945093
3P,SUBA,BUSCA PPC,BOLETO,A VISTA,22547.272880810942,138.50753355300003,7/2021,0.0,3122967.155067569
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,2519.8795210106705,24.573402126,6/2020,12.599397605053351,61922.01277886747
3P,SUBA,BUSCA PPC,CARTAO,A PRAZO,108984.25761768676,550.407255138,6/2021,544.9212880884339,59985726.088603646
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,2144474.4494263674,9893.896292,3/2022,0.0,21217207803.46828
3P,SUBA,AFILIADOS,CARTAO,A VISTA,24948.950165459035,106.03818248800002,2/2022,0.0,2645541.330528964
1P,SUBA,COMPARADORES,CARTAO,A VISTA,157.06950649698,1.163736434,1/2022,0.0,182.78750738093532
1P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,7499.294226606001,69.77670788399999,8/2021,37.496471133030006,523276.06258605456
3P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,72280.04708810375,623.022807672,4/2020,0.0,45032117.87549476
1P,SOUB,AFILIADOS,CARTAO,A VISTA,125.3165911476,1.4277838800000002,3/2020,0.0,178.92500873709403
1P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,361.82893205928,2.327472868,1/2022,0.0,842.1470222253896
3P,ACOM,COMPARADORES,BOLETO,A VISTA,15122.226803404988,138.951306426,2/2020,0.0,2101253.170403397
3P,SHOP,BUSCA PPC,PIX,A VISTA,30963.363067397284,176.99457609599995,8/2021,0.0,5480347.320620524
3P,SOUB,BUSCA ORGANICA,CARTAO,A VISTA,106.25159475003,1.702477083,12/2020,0.0,180.8909050941292
3P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,442717.22342192056,2593.049772096,4/2022,2213.586117109603,1147987795.2971852
3P,SHOP,AFILIADOS,CARTAO,A VISTA,25936.887807523668,220.878166236,8/2020,0.0,5728892.216794694
3P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,1424233.7964756864,8468.121010842,12/2020,7121.168982378432,12060584136.28703
3P,SHOP,TRAFEGO DIRETO,PIX,A VISTA,21820.96000506357,391.078839177,6/2021,0.0,8533715.708508005
3P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,34269.04311275642,442.4864402400001,3/2021,0.0,15163586.89739468
1P,ACOM,BUSCA ORGANICA,AME,A VISTA,112211.21753807814,1956.89542818,7/2021,0.0,219585618.59077656
3P,SUBA,BUSCA ORGANICA,AME,A VISTA,52754.9747579659,242.175425133,1/2020,0.0,12775958.439891074
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,39227.38736115288,364.330095762,12/2020,0.0,14291717.793781895
1P,ACOM,BUSCA PPC,PIX,A VISTA,2543.8412574186,44.264404158,12/2020,0.0,112601.61753217182
3P,SOUB,AFILIADOS,CARTAO,A PRAZO,2085.41171296671,30.53691474,5/2021,10.427058564833551,63682.039676661785
1P,SHOP,BUSCA PPC,BOLETO,A VISTA,661.1509691791201,5.798044104000001,9/2020,0.0,3833.3824787028834
3P,SOUB,TRAFEGO DIRETO,CARTAO,A PRAZO,1854.47518532964,11.935863972000002,10/2021,9.272375926648202,22134.76355154408
3P,SHOP,AFILIADOS,CARTAO,A VISTA,16522.995619777324,103.06849060800002,2/2021,0.0,1703000.2188530446
1P,SUBA,COMPARADORES,CARTAO,A PRAZO,224.7716707992,1.607808804,11/2020,1.123858353996,361.3898712007435
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,43070.03047581612,387.481921764,11/2020,0.0,16688858.179203276
1P,SUBA,BUSCA PPC,BOLETO,A VISTA,394.4543181092999,6.339670814999999,1/2020,0.0,2500.710528368254
3P,SHOP,BUSCA PPC,CARTAO,A PRAZO,72727.83008676082,229.32872200000003,3/2022,363.6391504338041,16678580.32763001
3P,SHOP,BUSCA ORGANICA,CARTAO,A VISTA,92590.18522337076,381.71143425,5/2021,0.0,35342732.399086006
3P,SOUB,TRAFEGO DIRETO,CARTAO,A VISTA,331.1043955464,5.896783536,11/2021,0.0,1952.450948355243
3P,SHOP,BUSCA PPC,BOLETO,A VISTA,73641.8386109375,614.375403564,8/2020,0.0,45243734.31578968
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,30446.54074082697,244.29531792,5/2021,0.0,7437947.349844557
3P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,188115.69654184292,1403.4800165760005,9/2021,0.0,264016620.9007516
3P,ACOM,AFILIADOS,AME,A VISTA,334010.29376034066,2231.152781364,8/2021,0.0,745227995.9275906
1P,ACOM,BUSCA ORGANICA,AME,A VISTA,80461.3042178424,1356.3946860000003,3/2020,0.0,109137285.46971084
3P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,296811.4444565315,2954.1034709880005,9/2020,0.0,876811718.2980018
3P,SUBA,BUSCA PPC,CARTAO,A VISTA,81426.47175793532,604.53414996,1/2021,0.0,49225082.88842538
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,110137.50747595228,776.77650828,4/2020,550.6875373797614,85552228.4878326
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,14930.439621864003,103.44415442400002,10/2021,0.0,1544466.701862309
3P,ACOM,COMPARADORES,CARTAO,A PRAZO,61575.46202515632,257.564503845,12/2021,307.8773101257816,15859653.325536026
3P,SUBA,AFILIADOS,CARTAO,A VISTA,7961.179345476001,39.313495200000006,3/2022,0.0,312981.78598471
3P,SUBA,AFILIADOS,BOLETO,A VISTA,20750.05135127843,184.227574812,2/2020,0.0,3822731.637670489
1P,ACOM,COMPARADORES,AME,A VISTA,5248.697655313439,92.51575250400002,4/2021,0.0,485587.2132473033
1P,SUBA,BUSCA PPC,AME,A VISTA,331.23190822839,5.265729027000001,6/2020,0.0,1744.1774738268336
1P,SUBA,BUSCA PPC,PIX,A VISTA,3993.7778221690814,29.239167012000006,9/2021,0.0,116774.73675122343
1P,SHOP,TRAFEGO DIRETO,PIX,A VISTA,68.55649773681,1.162565673,1/2021,0.0,79.70143092991749
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,18793.780563757387,190.39040626200003,2/2021,0.0,3578155.516732649
3P,SOUB,BUSCA PPC,PIX,A VISTA,277.37582411084003,1.4329484120000002,2/2022,0.0,397.4652466868196
3P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,463953.0728654784,4636.63503396,4/2020,0.0,2151181071.761474
1P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,842.1151227641601,5.731793648000001,2/2022,4.210575613820801,4826.830111544354
1P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,5904.57755619354,34.91209302,1/2022,29.5228877809677,206141.16088563317
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,2593340.541036003,25036.227582336,4/2020,0.0,64927463983.87574
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,95441.51702528242,1058.14304898,9/2020,477.2075851264121,100990777.82440892
1P,SUBA,BUSCA PPC,AME,A VISTA,354.93987157104004,3.215617608,11/2020,0.0,1141.350900805095
3P,SUBA,BUSCA ORGANICA,CARTAO,A VISTA,36360.573351034254,233.299885992,1/2020,0.0,8482917.617400043
3P,SUBA,BUSCA ORGANICA,AME,A VISTA,14963.646044847725,109.926943248,10/2020,0.0,1644907.8695551355
3P,SUBA,BUSCA ORGANICA,PIX,A VISTA,12478.772731467843,89.668954704,4/2022,0.0,1118958.5068195004
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,43367.09658663403,355.817710347,12/2020,0.0,15430781.01185332
1P,SUBA,AFILIADOS,CARTAO,A VISTA,965.45071423419,13.321844376,5/2020,0.0,12861.584167725929
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,963.02613545388,11.596088208,9/2020,4.8151306772694005,11167.336013332551
1P,SHOP,AFILIADOS,CARTAO,A VISTA,2310.3730170838803,11.254661628,11/2020,0.0,26002.466541740538
3P,SHOP,COMPARADORES,PIX,A VISTA,9169.074695230562,49.92913627200001,4/2021,0.0,457803.97994631366
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,542.3014319996402,7.2320357400000015,10/2020,0.0,3921.943338074578
3P,SHOP,COMPARADORES,AME,A VISTA,7756.101578361839,40.586308728000006,9/2020,0.0,314791.5331851218
1P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,345.1132407576,3.927394440000001,3/2021,0.0,1355.39582292178
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,152110.42027970264,1738.12817412,6/2021,760.5521013985132,264387407.06538537
1P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,63.84053656608,1.2707113170000002,7/2021,0.0,81.1228922978702
3P,SUBA,AFILIADOS,BOLETO,A VISTA,592.07969796192,4.409948592,4/2022,0.0,2611.0410303789545
3P,ACOM,COMPARADORES,AME,A VISTA,10800.465491312,44.55529456000001,3/2022,0.0,481217.9213505214
1P,SHOP,AFILIADOS,CARTAO,A VISTA,365.33010128448007,5.316212184000001,9/2021,0.0,1942.1723356305076
1P,ACOM,AFILIADOS,PIX,A VISTA,34.85371887654,2.325131346,1/2021,0.0,81.03947428451507
1P,SUBA,AFILIADOS,BOLETO,A VISTA,434.4889125228001,2.8555677600000005,3/2020,0.0,1240.7125306775683
1P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,1259.4892142784,19.6369722,3/2021,6.297446071392001,24732.55468698479
1P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,10735.210698084988,112.65645573,6/2021,53.67605349042494,1209390.788761034
3P,SHOP,BUSCA PPC,AME,A VISTA,23923.943108429885,178.93835175000004,2/2021,0.0,4280910.947183216
3P,ACOM,BUSCA PPC,PIX,A VISTA,473406.6159136536,3759.7971511800006,10/2021,0.0,1779912845.8619196
1P,ACOM,AFILIADOS,AME,A VISTA,742675.9590073951,18857.355944280003,7/2021,0.0,14004904910.261951
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,1307224.572320185,8763.437118702,12/2021,0.0,11455780339.550056
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,195431.0739773748,1275.0110048400002,3/2020,977.1553698868742,249176770.00885308
3P,SHOP,AFILIADOS,AME,A VISTA,21788.083629679742,131.57625155400004,9/2021,0.0,2866794.372538332
3P,SHOP,AFILIADOS,AME,A VISTA,98644.14304152563,565.5451948680001,10/2020,0.0,55787721.0990065
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,3277.4969258628803,141.86189278800003,2/2022,0.0,464951.9175097596
