Canal,Marca,Origem Tráfego,MDP,Parcelamento,Receita,Pedidos,Mês/Ano,Custo Parcelamento,Volume Venda
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,1352892.5060216044,11541.006789012,9/2020,0.0,15613741596.798796
3P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,12866.422599857402,123.338800086,2/2020,0.0,1586929.1248658046
3P,SUBA,BUSCA PPC,CARTAO,A PRAZO,101883.78564335416,495.329817024,11/2021,509.4189282167709,50466076.90043505
3P,SHOP,AFILIADOS,BOLETO,A VISTA,17616.054622795196,180.043547268,8/2020,0.0,3171656.9631548966
1P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,38.19015480672,1.469982864,4/2022,0.0,56.13887313938564
3P,SHOP,BUSCA PPC,CARTAO,A VISTA,128898.9753887136,358.675818816,4/2022,0.0,46232945.54209028
1P,SUBA,BUSCA PPC,AME,A VISTA,591.1610654590802,5.785628592000001,10/2020,0.0,3420.2383627972386
1P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,2826.331765162781,86.11649611600001,1/2022,0.0,243393.78847716807
3P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,23820.724750726797,223.703533521,6/2021,0.0,5328780.297768725
1P,SHOP,BUSCA PPC,PIX,A VISTA,681.6909442656001,10.473051840000002,3/2021,0.0,7139.384598152183
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,141.96219917684002,5.731793648000001,2/2022,0.0,813.6980314979226
3P,SUBA,AFILIADOS,CARTAO,A PRAZO,48347.38836797581,274.81735812000005,10/2020,241.73694183987905,13286701.543288732
1P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,58595.7768765335,2090.823434787,1/2020,0.0,122513423.47300644
3P,SOUB,TRAFEGO DIRETO,PIX,A VISTA,103.19883456840002,1.3091314800000002,3/2021,0.0,135.1008430328047
1P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,226028.4589139471,6261.329335520001,3/2022,0.0,1415238620.4602742
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,266857.05690864124,2592.9253633349995,1/2020,0.0,691940431.2433472
3P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,332630.4253944178,3199.4526113760007,10/2020,0.0,1064235283.15128
3P,SHOP,BUSCA PPC,CARTAO,A PRAZO,143944.06074145986,559.757224754,1/2022,719.7203037072993,80573727.96046078
3P,SHOP,BUSCA PPC,AME,A VISTA,25396.46548120641,62.901592320000006,3/2022,0.0,1597478.1180677984
1P,SUBA,BUSCA ORGANICA,PIX,A VISTA,292.75449425600004,5.241799360000001,3/2022,0.0,1534.5603206282249
3P,SHOP,COMPARADORES,BOLETO,A VISTA,7186.121717801342,54.479266656,12/2020,0.0,391494.6412865721
3P,SUBA,COMPARADORES,BOLETO,A VISTA,6170.951456227201,49.177843032000006,10/2020,0.0,303474.08207243314
1P,SHOP,AFILIADOS,AME,A VISTA,45.60745135179,1.162565673,1/2021,0.0,53.0216573746085
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,343.97473968288,4.683751902,2/2020,1.7198736984144,1611.092341229644
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,17305.9054230272,132.35543384000002,3/2022,0.0,2290530.620258774
1P,ACOM,BUSCA PPC,PIX,A VISTA,449876.55568858807,10452.680650188,1/2022,0.0,4702415968.6193285
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,9377.963883478533,68.61841111800001,7/2021,46.88981941739266,643500.9812062858
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,1875.59283664956,20.296258242,2/2020,9.3779641832478,38067.5165694848
3P,SUBA,AFILIADOS,CARTAO,A VISTA,7076.497507296001,48.509434512000006,4/2022,0.0,343276.8924045066
1P,SUBA,BUSCA PPC,CARTAO,A VISTA,21.30824662512,1.856119044,8/2020,0.0,39.55064235513396
3P,ACOM,BUSCA PPC,CARTAO,A PRAZO,2296236.672853042,12920.086094292,6/2021,11481.18336426521,29667575506.13192
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,167030.6488475526,1655.341591692,9/2020,835.153244237763,276492780.12465525
3P,SUBA,TRAFEGO DIRETO,AME,A VISTA,115120.78351153505,688.813757892,6/2021,0.0,79296779.50205185
3P,ACOM,BUSCA PPC,BOLETO,A VISTA,391443.6735569832,3322.46751907,1/2022,0.0,1300558890.9385169
1P,ACOM,BUSCA ORGANICA,BOLETO,A VISTA,1968.8996926812008,22.844542080000004,3/2020,0.0,44978.61188075476
3P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,319570.6230552616,2602.0183458960005,10/2021,0.0,831528623.9992061
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,2698.80987795336,33.633622008,4/2020,0.0,90770.75130653993
3P,SUBA,AFILIADOS,PIX,A VISTA,7356.680744462881,43.85875051800001,9/2021,0.0,322654.82541197207
1P,SUBA,COMPARADORES,AME,A VISTA,228.58407528627,4.580537210999999,5/2021,0.0,1047.037862690785
1P,ACOM,BUSCA PPC,CARTAO,A VISTA,87188.19373595028,1510.172809227,1/2021,0.0,131669239.46564797
1P,SHOP,BUSCA ORGANICA,PIX,A VISTA,85.08980460833999,1.702477083,12/2020,0.0,144.86344234264664
1P,ACOM,AFILIADOS,CARTAO,A VISTA,1233238.3850185983,26075.884157496,10/2021,0.0,32157781266.322426
3P,ACOM,BUSCA ORGANICA,AME,A VISTA,254183.01822823836,1862.75179914,5/2021,0.0,473479874.5154864
3P,B2B,TRAFEGO DIRETO,CARTAO,A PRAZO,2532.1508113194004,8.697066156000002,9/2020,12.660754056597002,22022.2831230139
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,537.6906738504001,7.862699040000001,3/2022,2.6884533692520005,4227.699945100495
1P,SUBA,BUSCA PPC,CARTAO,A VISTA,1570.94104188456,44.278526373,5/2021,0.0,69558.95435351359
1P,SHOP,BUSCA PPC,BOLETO,A VISTA,69.89162686044,1.474195884,11/2021,0.0,103.03394864372449
3P,ACOM,COMPARADORES,BOLETO,A VISTA,9960.1228846809,59.80738707000001,9/2021,0.0,595688.9246288756
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,1290363.3947843383,8814.279801072002,9/2021,0.0,11373624006.69029
1P,ACOM,COMPARADORES,PIX,A VISTA,10534.896791771524,746.751294912,4/2022,0.0,7866947.821019662
3P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,1407612.998936846,14183.778881088,4/2020,0.0,19965271527.065384
1P,ACOM,BUSCA PPC,PIX,A VISTA,105450.76167262632,1825.3504819440004,4/2021,0.0,192484598.6404904
3P,ACOM,AFILIADOS,AME,A VISTA,468091.2279482068,2570.265501996,10/2020,0.0,1203118734.982222
3P,SUBA,BUSCA ORGANICA,AME,A VISTA,23713.14892954704,163.93131657,2/2020,0.0,3887327.724041132
3P,ACOM,COMPARADORES,PIX,A VISTA,18197.665111062382,108.406047327,5/2021,0.0,1972736.9452707253
3P,B2B,TRAFEGO DIRETO,CARTAO,A PRAZO,15346.179026079844,58.35311275200001,10/2021,76.73089513039922,895497.3150212149
3P,ACOM,BUSCA PPC,BOLETO,A VISTA,264932.55670733703,1902.157826016,4/2022,0.0,503943536.1072889
3P,SHOP,BUSCA PPC,BOLETO,A VISTA,60743.097005560194,520.930052496,11/2020,0.0,31642904.71187609
1P,SUBA,BUSCA ORGANICA,BOLETO,A VISTA,108.45160795704004,1.4464071480000005,10/2020,0.0,156.8651809611564
1P,ACOM,COMPARADORES,AME,A VISTA,3127.912512502321,70.28897672400001,10/2021,0.0,219857.76978598407
1P,SHOP,BUSCA PPC,CARTAO,A VISTA,124.1886418824,1.4277838800000002,3/2020,0.0,177.31454095878362
1P,SHOP,COMPARADORES,PIX,A VISTA,102.70770270768,1.469982864,4/2022,0.0,150.97856298109602
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,7366.662245891519,273.141745488,4/2021,0.0,2012142.98426336
3P,SUBA,AFILIADOS,BOLETO,A VISTA,2200.7403906411896,17.170966923,12/2021,0.0,37788.84045380997
3P,SUBA,BUSCA PPC,BOLETO,A VISTA,76404.37846042175,674.02262709,9/2020,0.0,51498279.89107208
3P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,34394.145127630414,150.70173160000002,3/2022,171.97072563815206,5183257.227635607
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,162451.0664434209,987.481714371,5/2020,812.2553322171044,160417457.59294647
3P,SHOP,AFILIADOS,AME,A VISTA,30870.63397405197,261.194437578,1/2020,0.0,8063237.878528802
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,49211.99740546287,250.175025828,8/2021,0.0,12311612.72195914
3P,SUBA,BUSCA ORGANICA,CARTAO,A VISTA,106982.24129931883,924.123804696,4/2020,0.0,98864835.86443208
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,147219.2974534848,1613.305771938,9/2020,736.096487267424,237509742.32236436
1P,SUBA,BUSCA ORGANICA,PIX,A VISTA,2074.8809739634503,27.955648974,7/2021,0.0,58004.644170953456
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,776632.9488035522,6544.163282550001,7/2021,0.0,5082412827.578741
3P,ACOM,AFILIADOS,BOLETO,A VISTA,60339.8456764233,702.4355263019999,1/2020,0.0,42384851.25469985
3P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,75478.0955779836,427.3346663280001,4/2021,377.390477889918,32254406.78889052
3P,ACOM,BUSCA ORGANICA,AME,A VISTA,355796.6753657939,2752.624542252,8/2020,0.0,979374660.663552
3P,SHOP,AFILIADOS,PIX,A VISTA,11878.3235892104,14.414948240000005,3/2022,0.0,171225.41971643898
3P,ACOM,BUSCA ORGANICA,CARTAO,A VISTA,860474.422346391,7657.110026520001,3/2021,0.0,6588747326.912557
1P,SUBA,AFILIADOS,CARTAO,A PRAZO,486.6836866237201,2.8630136280000005,2/2021,2.4334184331186006,1393.3820273289923
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,2309810.7787606344,20140.747746444,8/2020,0.0,46521316237.0353
1P,SUBA,BUSCA ORGANICA,CARTAO,A PRAZO,72.05582041254,1.162565673,1/2021,0.3602791020627,83.76962335147171
1P,ACOM,AFILIADOS,AME,A VISTA,1517771.29236985,26318.593226097,12/2020,0.0,39945605254.12962
1P,SUBA,COMPARADORES,CARTAO,A PRAZO,72.79444372572,1.449511026,9/2020,0.3639722186286,105.51634881196767
3P,SHOP,BUSCA PPC,CARTAO,A PRAZO,77498.01469575828,341.913888846,2/2020,387.4900734787914,26497647.582471173
3P,SHOP,COMPARADORES,CARTAO,A PRAZO,19772.906419733285,89.67724317600002,10/2020,98.86453209866644,1773179.7372987138
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,1187.7202869000305,14.041944072,6/2020,5.938601434500152,16677.901841830022
3P,SUBA,BUSCA PPC,AME,A VISTA,43925.679978752494,253.578767676,8/2021,0.0,11138619.798342405
1P,SUBA,BUSCA PPC,CARTAO,A PRAZO,2383.3298531701503,24.429531792,5/2021,11.91664926585075,58223.63241884288
3P,SOUB,BUSCA ORGANICA,BOLETO,A VISTA,141.50806290516002,1.526845737,5/2021,0.0,216.0609825978714
3P,ACOM,AFILIADOS,CARTAO,A PRAZO,239126.06434778884,879.3118426400001,3/2022,1195.6303217389443,210266380.26490545
3P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,15598.396766596414,140.015880693,6/2021,0.0,2184023.2606738405
3P,SHOP,BUSCA PPC,BOLETO,A VISTA,44736.65332937054,293.51511919200004,2/2020,0.0,13130884.13422138
3P,SUBA,AFILIADOS,BOLETO,A VISTA,21522.033314731223,191.25165072600004,7/2020,0.0,4116124.398422313
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,1527.85127718405,21.062916108000003,6/2020,0.0,32181.003276828305
3P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,1083910.4290592584,6510.871413846001,7/2020,5419.552145296292,7057201427.73148
1P,SHOP,TRAFEGO DIRETO,AME,A VISTA,1417.8342732822605,16.519247121000003,7/2021,0.0,23421.554736973118
1P,SHOP,BUSCA PPC,CARTAO,A VISTA,1365.7721377329904,15.797187081000002,6/2020,0.0,21575.357969785357
3P,B2B,TRAFEGO DIRETO,AME,A VISTA,7509.113594946782,15.60996993,12/2021,0.0,117217.03741807348
3P,SOUB,BUSCA ORGANICA,AME,A VISTA,183.36364304310004,2.5414226340000003,7/2021,0.0,466.0045126824312
1P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,79.91724032808001,2.6524142160000004,10/2021,0.0,211.97362434968795
1P,ACOM,COMPARADORES,CARTAO,A VISTA,10243.888374426004,175.42361832000003,3/2021,0.0,1797019.964307993
1P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,3109.5267130082407,91.708698368,2/2022,0.0,285170.6473905113
1P,ACOM,COMPARADORES,PIX,A VISTA,1633.2771017863206,41.11242034800001,10/2021,0.0,67147.9747534024
3P,SUBA,BUSCA ORGANICA,CARTAO,A VISTA,49475.98632974905,320.942120136,10/2021,0.0,15878927.948489416
3P,SHOP,BUSCA ORGANICA,CARTAO,A VISTA,82967.09348292,623.9415555600001,3/2020,0.0,51766617.36802505
3P,SUBA,BUSCA PPC,CARTAO,A VISTA,85228.04827288416,373.375647456,4/2022,0.0,31822077.705299348
1P,ACOM,BUSCA PPC,PIX,A VISTA,222830.4956507104,3588.4432242000007,9/2021,0.0,799614582.2629194
3P,SUBA,BUSCA PPC,CARTAO,A VISTA,112475.78398379074,833.397450756,8/2020,0.0,93737031.64387374
3P,ACOM,TRAFEGO DIRETO,AME,A VISTA,722977.4519501916,5276.340592620001,9/2021,0.0,3814675277.2737727
3P,SUBA,BUSCA PPC,CARTAO,A VISTA,154731.60715360945,1342.175820882,5/2020,0.0,207677021.8477869
3P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,176236.57571956198,1040.8544485200002,3/2020,881.1828785978099,183436623.82963797
3P,SOUB,BUSCA ORGANICA,BOLETO,A VISTA,132.23537079480002,1.3091314800000002,3/2021,0.0,173.11348667694537
3P,SHOP,AFILIADOS,BOLETO,A VISTA,9651.40503587382,62.98629981600001,2/2021,0.0,607906.2912352007
3P,ACOM,TRAFEGO DIRETO,PIX,A VISTA,96599.58820044066,726.957714441,12/2020,0.0,70223815.85413413
3P,SUBA,BUSCA ORGANICA,AME,A VISTA,3945.7382592432,27.519446640000005,3/2022,0.0,108584.53348064976
3P,SUBA,COMPARADORES,AME,A VISTA,22099.40780768076,143.209827042,5/2020,0.0,3164852.369868586
3P,ACOM,COMPARADORES,PIX,A VISTA,15948.191148473305,92.098822587,12/2021,0.0,1468809.6271668067
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,88980.96692312368,501.6891127740001,7/2020,444.9048346156184,44640782.34943456
1P,SUBA,COMPARADORES,AME,A VISTA,38.73462822954001,1.561250634,2/2020,0.0,60.47446288112364
1P,SHOP,BUSCA PPC,CARTAO,A PRAZO,902.6306910972004,11.422271040000002,3/2020,4.513153455486002,10310.092402734736
1P,SUBA,AFILIADOS,CARTAO,A PRAZO,1167.4132116432,8.566703280000002,3/2020,5.837066058216,10000.882589299135
3P,SUBA,BUSCA PPC,AME,A VISTA,77775.39653995942,637.437217104,4/2020,0.0,49576932.3295918
3P,SHOP,TRAFEGO DIRETO,PIX,A VISTA,85880.20996582699,269.777846772,11/2021,0.0,23168578.12490806
1P,SUBA,BUSCA ORGANICA,PIX,A VISTA,751.6335134162399,10.319371188,11/2021,0.0,7756.385222282757
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,33265.192558485855,154.563812766,2/2020,0.0,5141594.994234744
3P,ACOM,COMPARADORES,AME,A VISTA,39356.66841822121,248.73498120000005,3/2021,0.0,9789380.17910089
1P,SUBA,BUSCA PPC,AME,A VISTA,8428.743753432871,29.658942867,12/2021,0.0,249987.62942364867
3P,ACOM,AFILIADOS,CARTAO,A VISTA,437023.3431325104,3540.9040224000005,3/2020,0.0,1547457713.580602
1P,ACOM,BUSCA PPC,CARTAO,A PRAZO,62768.005276626754,655.72526628,2/2020,313.84002638313376,41158566.97388052
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,118302.25303004937,1310.420045064,8/2020,591.5112651502468,155025643.74681
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,2246.41163592873,24.090749097,1/2020,11.23205817964365,54117.73908974034
1P,SUBA,COMPARADORES,CARTAO,A VISTA,227.29842924327005,1.3858815270000002,7/2020,0.0,315.0086942043646
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,484790.0306280418,7375.37282604,4/2020,2423.950153140209,3575507218.229159
3P,B2B,TRAFEGO DIRETO,BOLETO,A VISTA,38517.40239190368,139.64837208,4/2022,0.0,5378892.540779647
1P,SHOP,TRAFEGO DIRETO,CARTAO,A VISTA,1442.5779402695705,18.016459851000004,7/2020,0.0,25990.147542805
3P,ACOM,BUSCA PPC,AME,A VISTA,810243.067282683,7059.857419584,4/2020,0.0,5720200530.222148
3P,ACOM,AFILIADOS,AME,A VISTA,2165038.468232373,9969.986763492,11/2021,0.0,21585404870.727757
3P,ACOM,BUSCA PPC,PIX,A VISTA,582010.2945100504,4809.487231224,8/2021,0.0,2799171079.887007
1P,SUBA,AFILIADOS,CARTAO,A VISTA,9867.492711239604,832.3159126350001,7/2021,0.0,8212871.201374602
3P,ACOM,COMPARADORES,AME,A VISTA,27081.694612066764,154.500282144,6/2021,0.0,4184129.45850196
1P,SUBA,TRAFEGO DIRETO,AME,A VISTA,5813.38827484212,132.67762956,11/2021,0.0,771306.5760179503
3P,ACOM,AFILIADOS,CARTAO,A VISTA,95772.2500561848,611.5128714240001,4/2022,0.0,58565963.63459492
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,25565.161430233256,176.628873063,7/2021,0.0,4515545.653095773
1P,SUBA,BUSCA PPC,AME,A VISTA,5464.986381969241,37.21348528800001,9/2021,0.0,203371.19032453277
3P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,2159983.7908582427,16036.285011096,11/2020,0.0,34638115689.550354
3P,SHOP,AFILIADOS,CARTAO,A PRAZO,69111.16301921078,411.599053824,11/2020,345.55581509605395,28446089.307383377
1P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,45.01430095383,1.609377939,6/2021,0.0,72.44502289460067
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,25309.084128208902,245.069413056,8/2021,0.0,6202482.392285081
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,13865.966418679316,115.02816674100002,7/2020,0.0,1594976.6972329512
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,811574.8956285655,13398.071342175,5/2021,4057.8744781428272,10873538351.149748
1P,SHOP,AFILIADOS,CARTAO,A VISTA,77.20095724476002,1.449511026,9/2020,0.0,111.90363874403424
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,58.31884765848002,1.3290530460000003,9/2021,0.0,77.50884211971285
1P,SUBA,TRAFEGO DIRETO,CARTAO,A VISTA,2928.999541882401,77.31654056,3/2022,0.0,226460.1118801721
3P,ACOM,COMPARADORES,BOLETO,A VISTA,37933.118345261886,301.90179754800005,6/2020,0.0,11452076.61503558
3P,SUBA,BUSCA PPC,BOLETO,A VISTA,61153.342085723074,370.28022988800006,10/2020,0.0,22643873.56592105
3P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,73157.94180247982,386.360496088,1/2022,365.7897090123991,28265338.687583137
1P,ACOM,AFILIADOS,PIX,A VISTA,434605.6221686165,14014.877874662,1/2022,0.0,6090944718.334656
1P,ACOM,AFILIADOS,CARTAO,A PRAZO,542292.8685733587,5170.022040816,12/2021,2711.4643428667937,2803666083.101599
3P,ACOM,BUSCA PPC,BOLETO,A VISTA,586380.2373463603,4133.354973060001,9/2021,0.0,2423717670.1396823
3P,ACOM,COMPARADORES,CARTAO,A VISTA,55707.15919946166,307.516407621,12/2021,0.0,17130865.47578959
3P,SUBA,COMPARADORES,CARTAO,A VISTA,38148.88144470901,231.524467776,11/2020,0.0,8832399.472735975
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,4700.3652538011,71.964963369,6/2020,0.0,338261.6133107166
3P,SHOP,TRAFEGO DIRETO,CARTAO,A PRAZO,98236.27844800842,668.8352731319999,8/2021,491.1813922400421,65703888.127244905
3P,SHOP,BUSCA PPC,CARTAO,A VISTA,146851.13256890158,609.0030751,2/2022,0.0,89432791.31637883
3P,ACOM,AFILIADOS,PIX,A VISTA,53990.63859616126,558.454144833,6/2021,0.0,30151295.9062068
3P,ACOM,COMPARADORES,CARTAO,A VISTA,37484.59406613708,188.321409336,10/2021,0.0,7059151.582922798
3P,SHOP,BUSCA ORGANICA,AME,A VISTA,15684.78851587449,95.220816573,12/2021,0.0,1493518.3702563818
3P,SUBA,AFILIADOS,PIX,A VISTA,7027.414383744091,85.50336127199999,5/2021,0.0,600867.5508613202
3P,SHOP,COMPARADORES,CARTAO,A VISTA,24597.60607134951,98.91759689,1/2022,0.0,2433136.0818247674
3P,SHOP,BUSCA PPC,AME,A VISTA,45881.43731495065,304.89393594000006,7/2020,0.0,13988972.009539692
3P,SUBA,COMPARADORES,AME,A VISTA,7133.379413129729,33.038494242000006,7/2021,0.0,235676.11466668796
1P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,6653.3792838318,83.39167527599999,8/2021,0.0,554836.4447253668
3P,SOUB,BUSCA ORGANICA,BOLETO,A VISTA,305.6060717385,3.8121339510000007,7/2021,0.0,1165.011281706078
1P,SHOP,BUSCA PPC,AME,A VISTA,2583.2743860504,36.7495716,4/2022,0.0,94934.22701260525
3P,SHOP,AFILIADOS,BOLETO,A VISTA,2308.1308507632,23.871727944000003,10/2021,0.0,55099.07172857239
1P,ACOM,TRAFEGO DIRETO,CARTAO,A VISTA,2837688.478836379,68888.502017952,10/2021,0.0,195484108500.63907
3P,SOUB,TRAFEGO DIRETO,CARTAO,A PRAZO,156.76280285400003,4.405512024000001,4/2021,0.7838140142700002,690.6204128892388
3P,SOUB,BUSCA ORGANICA,BOLETO,A VISTA,148.90926412320002,1.469982864,4/2022,0.0,218.89406655195404
1P,SUBA,COMPARADORES,AME,A VISTA,102.06798622956,1.856119044,8/2020,0.0,189.45033302341605
3P,ACOM,BUSCA PPC,CARTAO,A VISTA,781156.8916158648,8098.207038558,2/2020,0.0,6325970237.901686
1P,ACOM,BUSCA PPC,AME,A VISTA,180516.8990734583,4680.145041000001,3/2021,0.0,844845270.0153435
1P,ACOM,TRAFEGO DIRETO,AME,A VISTA,356234.8308273205,5000.384704536,8/2020,0.0,1781311199.291903
1P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,129.75135073026,1.526845737,5/2021,0.0,198.11029673248927
1P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,908.473213515,16.795303107,5/2021,0.0,15258.082985574754
1P,SUBA,BUSCA ORGANICA,AME,A VISTA,524.54905008888,2.8990220520000003,9/2020,0.0,1520.6792635633158
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,527209.5807790491,10398.43134564,3/2021,2636.0479038952453,5482152630.494588
3P,SUBA,COMPARADORES,AME,A VISTA,8816.015709414478,42.751680636,11/2021,0.0,376899.4880908468
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,22391.04358136352,135.23842348800002,4/2022,0.0,3028129.4341947045
1P,ACOM,COMPARADORES,PIX,A VISTA,25635.14603388817,732.675354348,11/2021,0.0,18782239.70414174
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,163078.73321127892,1881.30701397,2/2020,815.3936660563946,306801164.6197214
3P,ACOM,BUSCA PPC,PIX,A VISTA,557892.9863894349,3785.849704504001,2/2022,0.0,2112098997.667297
1P,ACOM,BUSCA ORGANICA,CARTAO,A PRAZO,120023.52039152478,1588.796115384,10/2021,600.117601957624,190692902.9527669
3P,ACOM,BUSCA ORGANICA,AME,A VISTA,339271.82929567713,2647.351864065,12/2020,0.0,898171909.7106533
3P,SUBA,BUSCA PPC,CARTAO,A PRAZO,223736.44678537204,1245.0275433600002,3/2020,1118.68223392686,278558038.70128715
3P,SHOP,TRAFEGO DIRETO,AME,A VISTA,58751.757551885305,273.47806199,1/2022,0.0,16067316.79379594
3P,SUBA,TRAFEGO DIRETO,AME,A VISTA,64466.28116763741,490.015427616,8/2020,0.0,31589472.333173133
1P,SHOP,BUSCA PPC,CARTAO,A VISTA,5561.627207766719,58.020138006,5/2021,0.0,322686.37813254946
1P,SUBA,TRAFEGO DIRETO,PIX,A VISTA,2273.6173679016006,41.934394880000006,3/2022,0.0,95342.76851161195
3P,SUBA,BUSCA PPC,PIX,A VISTA,24629.30128576449,177.95365720200002,12/2021,0.0,4382874.238131712
1P,SHOP,BUSCA PPC,PIX,A VISTA,2303.9012746263606,27.955648974,7/2021,0.0,64407.055304205714
3P,SUBA,COMPARADORES,CARTAO,A VISTA,6301.887758068001,19.656747600000003,3/2022,0.0,123874.61706387256
1P,SHOP,AFILIADOS,AME,A VISTA,855.44558429937,11.656613829,5/2020,0.0,9971.598827901022
1P,SUBA,TRAFEGO DIRETO,CARTAO,A PRAZO,1813.94801932032,9.28059522,8/2020,9.0697400966016,16834.51731743263
1P,SHOP,BUSCA ORGANICA,CARTAO,A PRAZO,1514.685356119381,24.945867486000004,7/2020,7.573426780596904,37785.1401767388
1P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,955.4301389796,10.214862498,12/2020,0.0,9759.587496121643
3P,ACOM,TRAFEGO DIRETO,PIX,A VISTA,614545.6436904547,4890.603579069,12/2021,0.0,3005499124.5338
1P,ACOM,TRAFEGO DIRETO,BOLETO,A VISTA,1188.3994475199595,15.316838315999998,8/2021,0.0,18202.522192486947
1P,SHOP,BUSCA ORGANICA,BOLETO,A VISTA,857.0152774815301,13.858815270000004,7/2020,0.0,11877.21641418432
1P,SHOP,BUSCA ORGANICA,AME,A VISTA,719.1603694008601,11.917339581,12/2020,0.0,8570.47833534745
1P,ACOM,TRAFEGO DIRETO,CARTAO,A PRAZO,415490.89896090445,4650.031371408,9/2020,2077.4544948045223,1932045714.7027173
3P,SHOP,COMPARADORES,AME,A VISTA,14255.88308842215,43.707915804,12/2021,0.0,623094.9377404228
1P,SHOP,BUSCA ORGANICA,AME,A VISTA,513.91942712124,8.845175304,11/2021,0.0,4545.70742501862
1P,SHOP,TRAFEGO DIRETO,BOLETO,A VISTA,321.87615698760004,3.927394440000001,3/2021,0.0,1264.1346293216675
3P,ACOM,BUSCA PPC,AME,A VISTA,326626.9732147974,2200.1775921720005,10/2021,0.0,718637347.4661614
3P,SHOP,COMPARADORES,BOLETO,A VISTA,10073.349481400128,65.65436669099999,5/2021,0.0,661359.3806584387
3P,SUBA,TRAFEGO DIRETO,AME,A VISTA,101003.91303542833,938.538214128,4/2020,0.0,94796032.16021071
3P,SUBA,BUSCA ORGANICA,PIX,A VISTA,29542.68573051241,510.5612772000001,3/2021,0.0,15083351.358488634
1P,SUBA,BUSCA PPC,BOLETO,A VISTA,293.67143151984004,1.4685040080000002,4/2021,0.0,431.2576742219827
3P,SUBA,BUSCA ORGANICA,CARTAO,A VISTA,67959.57521878729,398.03288868,11/2021,0.0,27050146.037799645
3P,SUBA,TRAFEGO DIRETO,BOLETO,A VISTA,34183.64836670818,235.134243498,5/2021,0.0,8037746.29870757
3P,ACOM,AFILIADOS,BOLETO,A VISTA,48023.73649820473,367.3593689160001,10/2021,0.0,17641969.532968767
3P,SUBA,AFILIADOS,CARTAO,A PRAZO,83402.20372974084,408.383436216,11/2020,417.0110186487042,34060078.54713845
